"text","label_id","label"
"오늘 주문 조회하는 화면으로 이동 해줄래?","39","go_order_history"
"지금 장바구니 보고 있는데 쇼핑몰 페이지 화면에서 연결 가능한 쇼핑몰 안내해줘","29","read_available_marketplaces"
"메인 페이지 화면에서 앱 다운로드 버튼 눌러줘 해봐","11","click_app_download"
"일단 바로 회웝가입 열어","19","click_signup"
"희어비 메인 페이지 화면에서 희어비 서비스 설명해줘?","7","read_hearbe_guide"
"잠깐 헬스장 가고 싶다","0","unknown"
"회웝가입으로 이동해 해줘","19","click_signup"
"지금 로그인 화면인데 좀 공유 쇼핑 시작해줘?","10","click_shared_shopping_entry"
"지금 회원가입 화면인데 로그인 페이지 화면에서 회원가입 버튼 눌러줘","19","click_signup"
"지금 메인 화면인데 로그인 페이지인데 비밀번호 넣어","13","input_password"
"로긴 페이지 화면에서 로긴 유지 선택해줘","14","check_keep_login"
"지금 로그인 화면인데 지금 히어비 접속해줘?","4","go_hearbe"
"주문내역 페이지에서 쿠팡 페이지 열어 해줘","5","go_coupang"
"바로 지금 회원가입 페이지인데 회웝가입 완료 버튼 눌러줘 해","25","submit_signup"
"일단 주문 상세 조회 열어?","37","click_order_detail"
"일단 로그인 유지 꺼","15","uncheck_keep_login"
"비번호변경하기눌러?","35","click_change_password"
"지금 메인 화면인데 아이 디 중복 검사해줘","20","click_check_id_duplicate"
"지금 회원가입 화면인데 바로 비밀번호 변경 메뉴로 가","35","click_change_password"
"먼저 내 근래 뭘 샀당가 부탁해?","39","go_order_history"
"일단 지금 쇼핑몰 페이지인데 히어브 소개해줘","7","read_hearbe_guide"
"이번 겨울 뉴스 확인해줘","0","unknown"
"지금 장바구니 보고 있는데 쇼핑몰 페이지 화면에서 쿠팡이 화면 열어줘","31","click_go_coupang"
"지금 메일 주소 넣어줘","28","input_email"
"퇴근 후 병원 예약 정리해줘","0","unknown"
"아이디 찾기 진행해봐","17","click_find_id"
"일단 전화번호 값 넣어 해줘","26","input_phone_number"
"공유쇼핑참여해","10","click_shared_shopping_entry"
"이번 주 공과금 계산해줘","0","unknown"
"지금 주문내역 보고 있는데 지금 로그인 유지 꺼줘","15","uncheck_keep_login"
"바로 이영약관 보기 눌러줘","22","click_view_terms"
"지금 쇼핑몰 페이지에서 희어비 안내 읽어줘","7","read_hearbe_guide"
"바로 비번호 변경하기 해봐","35","click_change_password"
"지금 쿠팡 열어 해줘","5","go_coupang"
"다시 추천품목읽어줘 부탁!","42","read_recommended_products"
"지금 로그인 화면인데 쇼핑몰 페이지에서 초기 화면으로 이동해?","4","go_hearbe"
"일단 주문내역 페이지 보고 있는데, 주문 상세 조회 눌러","37","click_order_detail"
"지금 메인 화면인데 히어비 홈 화면에서 앱 다운로드 실행해?","11","click_app_download"
"지금 회원가입 화면인데 지금 회원가입 페이지 보고 있는데, 아이디 입력해","12","input_id"
"다시 내게 맞는 추천 상품 말해줘","42","read_recommended_products"
"지금 회웝가입 버튼 눌러줘 해","19","click_signup"
"바로과웃 눌러?","30","click_logout"
"마이페이지 해줄래?","33","click_my_page"
"지금히어비사용법알려","7","read_hearbe_guide"
"바로 비밀번호 확인 값 넣어?","27","input_password_confirm"
"지금 회원탈퇴 눌러 해봐","36","click_delete_account"
"지금 주문내역 보고 있는데 앱 설치 시작해줘","11","click_app_download"
"지금 장바구니 보고 있는데 상품조회 눌러?","38","click_product_view"
"오늘 방 정리 해야겠다","0","unknown"
"지금 주문목록 들어가!!","39","go_order_history"
"좀 지금 장바구니에 넣어줘","32","click_cart"
"바로 회원가입 페이지 화면에서 약관 동의 체크박스 눌러","24","check_terms_agreement"
"지금 바로 비밀번호 적어 해봐","13","input_password"
"저녁에뉴스계산해줘","0","unknown"
"혼자 버스 시간 확인해줘","0","unknown"
"지금 회원가입 페이지인데 비밀번호 확인 칸에 적어줘?","27","input_password_confirm"
"지금 비번호 넣어","13","input_password"
"퇴근하고 식물 물주기 할까?","0","unknown"
"바로 네이버 쇼핑 페이지 보고 있는데, 히어비로 이동해","4","go_hearbe"
"좀 히어브 홈 화면에서 앱 다운로드 버튼 눌러줘?","11","click_app_download"
"일단 바로 가입 끝내?","25","submit_signup"
"아침에 공원 다녀올까?","0","unknown"
"집에서 메모 기록해줘","0","unknown"
"일단 회원가입 페이지인데 이름 칸에 적어줘?","21","input_name"
"점심에 알람 확인해줘","0","unknown"
"이번 주말 드라마 보기 하기 싫다","0","unknown"
"로긴 페이지 화면에서 자동 로긴 체크 풀어줘?","15","uncheck_keep_login"
"아침에 식물 물주기 해볼래?","0","unknown"
"지금 장바구니 보고 있는데 비번호 찾기 눌러?","18","click_find_password"
"지금 장바구니 보고 있는데 지금 로그인 페이지인데 아이디 찾기 시작해줘","17","click_find_id"
"지금 쇼핑 화면인데 회원정보 페이지에서 지금 화면 내용 읽어","34","read_page"
"지금 주문내역 보고 있는데 좀 로그인 유지 선택해줘?","14","check_keep_login"
"지금 쇼핑 화면인데 가입 끝내?","25","submit_signup"
"좀 로그인 해줘","16","click_login"
"지금 주문내역 보고 있는데 상품 조회 눌러","38","click_product_view"
"바로 쇼핑몰 페이지인데 카트 열어","32","click_cart"
"바로 지금 로그인 페이지인데 로그인 상태 유지로 바꿔 해봐","14","check_keep_login"
"좀 바로 가입 끝내 해봐","25","submit_signup"
"회원가입 페이지 화면에서 비번호 넣어줘 해","13","input_password"
"바로 메인 페이지 화면에서 쇼핑몰 페이지로 넘어가","8","go_mall"
"바로 주문 상세 보기 열어","37","click_order_detail"
"바로 지금 쇼핑몰 페이지인데 쿠팡이 메인으로 가줘","5","go_coupang"
"지금 주문내역 보고 있는데 쇼핑몰 들어가 가능?","8","go_mall"
"지금 주문내역 보고 있는데 지금 쇼핑몰 페이지 보고 있는데, 히어비 가이드 읽어줘?","7","read_hearbe_guide"
"좀 바로 약관 동의 체크박스 눌러줘 해줄래?","24","check_terms_agreement"
"빨리 구매추천상품알려줘!!","42","read_recommended_products"
"잠깐 독서 하고 싶다","0","unknown"
"바로 비밀번호 확인 넣어 해","27","input_password_confirm"
"오늘 강변 갈까?","0","unknown"
"지금 회원가입 화면인데 상품 페이지 보여줘","38","click_product_view"
"바로 지금 쇼핑몰 페이지 보고 있는데, 장바구니 열어줘 해줄래?","32","click_cart"
"지금 내근래뭘샀당가 부탁!","39","go_order_history"
"운동할까 좀","0","unknown"
"지금 로그인 화면인데 지금 아이디 찾기 들어가","17","click_find_id"
"좀 추천 리스트 읽어줘 좀","42","read_recommended_products"
"지금 주문내역 페이지에서 쿠팡 페이지 열어줘?","5","go_coupang"
"바로 아이디 찾기 눌러?","17","click_find_id"
"이번에 지금 추천 상품 뭐 있는지 알려줘","42","read_recommended_products"
"지금 회원가입 화면인데 바로 약관 동의 체크박스 눌러","24","check_terms_agreement"
"이번여름알람말해줘","0","unknown"
"지금 히어비 홈에 와 있어, 공유 쇼핑 들어가 해줄래?","10","click_shared_shopping_entry"
"지금 쇼핑 화면인데 로그인 페이지 화면에서 회웝가입으로 이동해줘","19","click_signup"
"비밀번호다시입력해줘","27","input_password_confirm"
"지금 회원탈퇴 열어?","36","click_delete_account"
"좀 최근 주문 기록 들려줘","40","read_order_history_recent"
"일단 바로 이용약관 알려줘?","23","read_terms"
"로그인 페이지 화면에서 아이디 칸에 적어줘 해봐","12","input_id"
"지금 주문내역 보고 있는데 주문 상세 보기 열어주세요 해봐","37","click_order_detail"
"회원 탈퇴 처리해줘","36","click_delete_account"
"바로 주문내역 페이지에서 현재 페이지 읽어","34","read_page"
"빨리 내가볼추천상품읽어줘 해줘~","42","read_recommended_products"
"일단 로그인 처리해봐","16","click_login"
"이번 봄 약 먹는 시간 계산해줘","0","unknown"
"좀 히어비 홈 화면에서 공유 쇼핑 입장 버튼 눌러 해줘","10","click_shared_shopping_entry"
"지금 로그인 페이지 보고 있는데, 회원가입 버튼 눌러 해","19","click_signup"
"히어비로 가","4","go_hearbe"
"당장 내가 산 것들 보는 페이지로 가 요","39","go_order_history"
"지금 로그인 화면인데 바로 아이디 넣어","12","input_id"
"오늘 밤 일정 기록해줘","0","unknown"
"상품 페이지 보여 해봐","38","click_product_view"
"바로 이용약관 보기 들어가 해","22","click_view_terms"
"지금 바로 공유 쇼핑 입장 버튼 들어가 해","10","click_shared_shopping_entry"
