"text","label_id","label"
"히어비로가","4","go_hearbe"
"지금 쇼핑몰 목록 읽어줘 해봐","29","read_available_marketplaces"
"바로 지금 화면 읽어 해봐","34","read_page"
"바로 가입 등록해","25","submit_signup"
"지금 비번호 써?","13","input_password"
"이번 주말 영화 보기 할까?","0","unknown"
"쇼핑몰 페이지에서 장바 구니 열어줘 해줄래?","32","click_cart"
"지금 장바구니 보고 있는데 아뒤 찾기 진행해?","17","click_find_id"
"비번호 확인값 넣어","27","input_password_confirm"
"지금 로그인 페이지에서 로그인 버튼 눌러 해줄래?","16","click_login"
"지금 회원가입 화면인데 지금 회원가입 페이지 보고 있는데, 아이디 입력해","12","input_id"
"아침에 공원 가서 바람 쐴까?","0","unknown"
"일단 바로가웃 눌러 해","30","click_logout"
"지금 회원가입 화면인데 비번호 확인 입력 해봐","27","input_password_confirm"
"일단 지금 회원가입 페이지인데 이영약관 화면 보여줘?","22","click_view_terms"
"일단 체크 끄기 해줄래?","15","uncheck_keep_login"
"지금 장바구니 보고 있는데 회웝가입 마무리해 해봐","25","submit_signup"
"좀 이용약관 보기 해","22","click_view_terms"
"지금 이용약관 읽어 할래?","23","read_terms"
"지금 장바구니 보고 있는데 지금 가입 완료해","25","submit_signup"
"바로 지금 히어비 사용법 알려 해","7","read_hearbe_guide"
"장바고니에 넣어줘 가능?","32","click_cart"
"지금 메인 화면인데 비밀번호 변경하기 들어가 해봐","35","click_change_password"
"좀 히어비로 이동해","4","go_hearbe"
"요즘 낮잠 하고 싶다","0","unknown"
"바로 쇼핑몰 페이지로 넘어가 해줘","8","go_mall"
"좀 아이디 중복 확인 열어","20","click_check_id_duplicate"
"지금 주문내역 보고 있는데 전화번호 써?","26","input_phone_number"
"지금 회원가입 페이지에서 회원가 입 등록해줘","25","submit_signup"
"이번 주말 드라마 보기 하기 싫다","0","unknown"
"바로 지금 장바구니에 넣어 해봐","32","click_cart"
"회원탈퇴 열어?","36","click_delete_account"
"바로 지금 회원가입 페이지인데 회웝가입 완료 버튼 눌러줘 해","25","submit_signup"
"지금 장바구니 보고 있는데 비밀번호 넣어 가능?","13","input_password"
"지금 로그인 화면인데 바로 주문 상세 조회해줘?","37","click_order_detail"
"지금 회원가입 화면인데 지금 회원 탈퇴 처리해","36","click_delete_account"
"일단 마이페이지 클릭","33","click_my_page"
"지금 이름 넣어줘","21","input_name"
"탈퇴메뉴열어","36","click_delete_account"
"지금 주문내역 보고 있는데 비밀번호 확인값 넣어줘 부탁해","27","input_password_confirm"
"좀 현재 페이지 정보 및 가능한 작업 뭐야 해","6","read_current_page_actions"
"지금 바로 쇼핑몰 열어 해줄래?","8","go_mall"
"아이디 중복 검사해","20","click_check_id_duplicate"
"지금 상픔조회 눌러 해봐","38","click_product_view"
"일단 지금 비밀번호 변경하기 들어가 해줘","35","click_change_password"
"지금 회원가입 화면인데 회원가 입 등록해줘","25","submit_signup"
"지금 회원가입 페이지 화면에서 약관 동의 체크박스 눌러줘 해줘","24","check_terms_agreement"
"좀 로긴 상태 유지 해제해줘?","15","uncheck_keep_login"
"지금 장바구니 보고 있는데 주문 상세 조회 할래?","37","click_order_detail"
"지금 회원가입 페이지 화면에서 이용약관 설명해줘","23","read_terms"
"일단 지금 전화번호 넣어?","26","input_phone_number"
"좀 히어비로 이동 해줄래?","4","go_hearbe"
"바로 주문내역 페이지에서 주문 상세 조회 눌러 해봐","37","click_order_detail"
"로그인 페이지 화면에서 비번호 칸에 적어줘 해","13","input_password"
"좀 지금 회원가입 페이지인데 이름 입력해?","21","input_name"
"좀 이용약관 뭐야 해봐","23","read_terms"
"지금 회원가입 화면인데 쇼핑몰 페이지 화면에서 쿠팡 이동 클릭해줘?","31","click_go_coupang"
"지금 회원가입 화면인데 좀 아이 디 칸에 적어줘","12","input_id"
"바로 공유 쇼핑 입장 버튼 들어가?","10","click_shared_shopping_entry"
"지금 메인 화면인데 회원탈퇴 클릭 해","36","click_delete_account"
"지금공유쇼핑들어가줘","10","click_shared_shopping_entry"
"퇴근하고 낮잠 할까?","0","unknown"
"지금 마이페이지 들어가 해","33","click_my_page"
"지금 회원가입 화면인데 지금 회원가입 페이지인데 이름 작성해줘","21","input_name"
"지금 장바구니 보고 있는데 지금 회원가입 페이지 보고 있는데, 아이디 중복 확인해?","20","click_check_id_duplicate"
"좀 현재 페이지 정보 및 가능한 작업 뭐야 해줄래?","6","read_current_page_actions"
"일단 장바고니 담아 해","32","click_cart"
"일단 아이 디 칸에 적어 해줄래?","12","input_id"
"바로앱다운로드버튼","11","click_app_download"
"지금 히어브 가이드 읽어줘?","7","read_hearbe_guide"
"지금 회웝가입 페이지인데 성함 입력해줘","21","input_name"
"지금 아뒤 중복 확인 해","20","click_check_id_duplicate"
"일단 지금 이메일 적어 해줄래?","28","input_email"
"지금 회원가입 화면인데 지금 로그인 페이지인데 로긴 상태 유지 해제해줘","15","uncheck_keep_login"
"계정삭제시작해줘?","36","click_delete_account"
"바로그인 들어가 해","16","click_login"
"좀 이용약관 화면 보여주세요?","22","click_view_terms"
"지금 로그인 화면인데 이영약관 설명해줘?","23","read_terms"
"바로 쇼핑몰 페이지에서 쿠팡 접속해","5","go_coupang"
"바로 비번호 확인 넣어","27","input_password_confirm"
"지금 쇼핑 화면인데 회원가입 페이지에서 약관 동의 선택해줘?","24","check_terms_agreement"
"지금 비밀 번호 찾기 열어줄래?","18","click_find_password"
"일단 로그인 유지 체크 해제해주세요 해봐","15","uncheck_keep_login"
"바로 지금 공유 쇼핑 들어가 해봐","10","click_shared_shopping_entry"
"이용약관보기?","22","click_view_terms"
"일단 이름 써","21","input_name"
"좀 비번호 확인 적어","27","input_password_confirm"
"지금 회원가입 화면인데 회원 탈퇴 처리해?","36","click_delete_account"
"좀 아이디 입력해","12","input_id"
"좀 바로 이용약관 읽어 해줄래?","23","read_terms"
"지금 주문내역 보고 있는데 로긴 실행해줘","16","click_login"
"좀 지금 상품조회 열어 해줘","38","click_product_view"
"지금 로긴 들어가 해","16","click_login"
"바로 아이디 중복 검사해줘 부탁해","20","click_check_id_duplicate"
"지금 주문내역 보고 있는데 쿠팡으로 들어가","5","go_coupang"
"지금 메인 화면인데 이용약관 알려줘 가능?","23","read_terms"
"지금 쇼핑 화면인데 장바고니에 추가해줘?","32","click_cart"
"지금 주문 상세 조회 클릭","37","click_order_detail"
"일단 로그인 상태 유지로 바꿔줘 해줘","14","check_keep_login"
"지금 장바구니 보고 있는데 지금 이용 가능한 쇼핑몰 알려","29","read_available_marketplaces"
"바로 이름 넣어?","21","input_name"
"영화 볼까 좀?","0","unknown"
"일단 쇼핑 화면으로 가 해줄래?","8","go_mall"
"회원가입 페이지 화면에서 비밀번호 확인 칸에 적어줘?","27","input_password_confirm"
"지금 바로 아뒤 입력해줄래?","12","input_id"
"지금 쇼핑 화면인데 쿠팡으로 넘어가줘","5","go_coupang"
"좀 회원가입 페이지에서 전화번호 칸에 적어줘?","26","input_phone_number"
"이용약관뭐야","23","read_terms"
"비번호값넣어할래?","13","input_password"
"지금 주문내역 보고 있는데 읽기","34","read_page"
"바로 선택해 할래?","24","check_terms_agreement"
"바로 주문 상세 조회 클릭?","37","click_order_detail"
"내일 드라마 보기 해볼래?","0","unknown"
"이번 주말 강변 가서 바람 쐴까?","0","unknown"
"바로 장바고니에 추가해줘","32","click_cart"
"지금 회원가입 화면인데 지금 로그인 페이지인데 아이디 찾기 시작해","17","click_find_id"
